,date,msg,year,month,days,Month_Name,Day_Name,date_is_weekend
828,2014-07-22 00:20:00,П27 ищет Д20-25 для интересных встреч будете довольны  смс ммс 0506495063,2014,22,July,July,Tuesday,weekday
829,2015-12-17 22:32:00,есть женщины желающие познак для с/о с сирезным мужчин задержи 095,2015,17,December,December,Thursday,weekday
830,2014-06-27 00:48:00,девушки пишите парень скучает 069469,2014,27,June,June,Friday,weekday
831,2015-02-08 23:01:00,П+* Днепр!Парень ищу порядочного  серьёзного мужчину!Смс 0994567423,2015,8,February,February,Sunday,weekend
832,2012-10-11 23:51:00,парень ищет девушку для с.о 0954969918,2012,11,October,October,Thursday,weekday
833,2016-04-15 22:41:00,ИЩЮ КОЛБИНА ЖЕНЮ. ОН УЧИЛСЯ на АГРОНАМА В с.ВЕРХОВНЯ.НАТАША.28л.,2016,15,April,April,Friday,weekday
834,2016-05-27 22:52:00,есть афигенная тачка есть выпивка есть 3 девченки.А в чате есть дон жуан?,2016,27,May,May,Friday,weekday
835,2014-10-31 23:56:00,парень ищет не скромную девушку 063 410 64 82,2014,31,October,October,Friday,weekday
836,2012-02-15 01:30:00,Купидон сволочь меткий! Но в меня не попал!))),2012,15,February,February,Wednesday,weekday
837,2013-10-28 01:45:00,раздолбай ищет чудачку для совместного сумашествия,2013,28,October,October,Monday,weekday
838,2012-01-01 02:58:00,женщина 47 познакомится с настоящим мужчиной 0678759772,2012,1,January,January,Sunday,weekend
839,2013-05-18 01:59:00,Самый дорогой подарок женщине... внимание. Постоянное внимание!,2013,18,May,May,Saturday,weekend
840,2015-08-02 00:39:00,.Очень плохо даже не скем поговарить пишите смс 0986528217,2015,2,August,August,Sunday,weekend
841,2012-08-08 00:12:00,П 31 покатаю красивую д ж без комплексов 067 999 00 48,2012,8,August,August,Wednesday,weekday
842,2016-07-25 23:27:00,парень ищет любовницу для встречь интимных 0938903541смс,2016,25,July,July,Monday,weekday
843,2013-05-01 23:54:00,всё ЖЕНУШКАложисьОтдыхатьПодумайОтомКакСильноЯтебяЛЮБЛЮ!целуюКрепко,2013,1,May,May,Wednesday,weekday
844,2015-12-17 22:31:00,Ищу Ж/Д для жизни и отношений 21-35 л. Днепр. П. 097-345-76-46,2015,17,December,December,Thursday,weekday
845,2012-10-02 01:19:00,КРАСИВ.СПОРТ.ПАР.ПОЗН.С НЕ СКРОМНОЙ ДЕВ.ЕСТЬ АВТО.063 154 9263,2012,2,October,October,Tuesday,weekday
846,2012-09-19 23:58:00,Днепр.м 43 позн.с д/ж для приятных встреч 098.444.31.68,2012,19,September,September,Wednesday,weekday
847,2013-08-15 00:24:00,хочу любви! где ты мой мужчина? Диана,2013,15,August,August,Thursday,weekday
848,2012-05-19 23:41:00,Зая ты мн вс нч снл я так скч по тб  мн очн тжл бз тб!Я лбл тб!Граф,2012,19,May,May,Saturday,weekend
849,2014-08-18 01:17:00,для Леры 0504863999,2014,18,August,August,Monday,weekday
850,2013-09-10 01:15:00,шукаю ио з дівчиною до 25 років я хлопець 28,2013,10,September,September,Tuesday,weekday
851,2012-09-28 00:23:00,ЮЛЯ  31лет.ищет парня для с/о.ВОЗРАСТ 32 -38 ПИШИТЕ ПРЕСЕЛАЙТЕ ФОТО! 0975581657,2012,28,September,September,Friday,weekday
852,2015-12-06 23:40:00,Ищу ВЕРУЮЩУЮ девушку с Днепра. Мне 26. 0987385224,2015,6,December,December,Sunday,weekend
853,2014-11-21 23:15:00,Парень сделает девушке.... т. 0669732605,2014,21,November,November,Friday,weekday
854,2013-11-01 23:36:00,М.36л. для С/О позн.с порядочной скромной женщ. 096-9229-544  Днепр.,2013,1,November,November,Friday,weekday
855,2013-06-20 01:39:00,не хочу свиданий! хочу сразу к делу! Рита,2013,20,June,June,Thursday,weekday
856,2015-01-31 01:24:00,М 41.185.75. Ищю Женщ.для Всего. 0639642652,2015,31,January,January,Saturday,weekend
857,2013-11-27 00:22:00,Хочу ласки и тепла кто поможет? Вика 19л,2013,27,November,November,Wednesday,weekday
858,2013-08-08 01:06:00,Познакомлюсь с парнем  для легких отношений(танцую профессионально стриптиз) Вика,2013,8,August,August,Thursday,weekday
859,2012-11-01 00:48:00,хорошенькая скучает  порадуйте перед снов,2012,1,November,November,Thursday,weekday
860,2015-09-26 02:09:00,Настя !может  я тебя так долго ищу звони 0997420431.,2015,26,September,September,Saturday,weekend
861,2016-11-10 22:52:00,ПАРЕНЬ СДЕЛАЮ ***РЕАЛ СЕЙЧАС ПРИЕЗЖАЙ ДНЕПР 0952584507,2016,10,November,November,Thursday,weekday
862,2016-11-18 22:53:00,муж 45 днепр с дев для общ смс 066 625 21 85,2016,18,November,November,Friday,weekday
863,2014-03-01 23:28:00,Дев.31/170/90 ищет муж.30-35 для с/о.Сегодня-только смс0673482631,2014,1,March,March,Saturday,weekend
864,2012-07-06 23:49:00,парень ищет друга 099 927 13 80,2012,6,July,July,Friday,weekday
865,2012-10-06 00:36:00,Даценко  скучила за тобой),2012,6,October,October,Saturday,weekend
866,2016-02-09 00:24:00,Привет всем,2016,9,February,February,Tuesday,weekday
867,2013-12-25 01:35:00,Ищу ДЕВ./ЖЕН. без комплексов для очень горячего клубничн. общ. по тел. 0504865585,2013,25,December,December,Wednesday,weekday
868,2015-01-18 23:38:00,ДН-ЖИНСК ПАР.НЕЖН.ПОЦЕЛ.ДЕВ.ЖЕН.0631907466.РЕАЛ.ЖДУ СМС-ПРЕДЛ.ММС,2015,18,January,January,Sunday,weekend
869,2015-08-16 01:41:00,поставите Dj tiesto.для любимого мужа,2015,16,August,August,Sunday,weekend
870,2014-02-09 01:38:00,Ищу мужчину  способного подарить сказку.,2014,9,February,February,Sunday,weekend
871,2013-09-01 01:50:00,Крас П30л-ИЩУ  КРАС ДЕВ_С/О-068 005 666 7,2013,1,September,September,Sunday,weekend
872,2014-02-06 00:26:00,если девушки готовые на откровения звоните,2014,6,February,February,Thursday,weekday
873,2012-03-17 00:42:00,*взрослые кошечки  есть? *  0930074576,2012,17,March,March,Saturday,weekend
874,2012-08-31 00:27:00,НУЖНА ДЕВУШКА ДЛЯ С/О 97-962-41-42,2012,31,August,August,Friday,weekday
875,2016-07-17 23:17:00,Д.26.Днепр. Ищу парня для сер.отн. Смс о себе. 073 120 50 61,2016,17,July,July,Sunday,weekend
876,2013-08-25 00:20:00,Кто хочет пообщаться с девушкой?напишите в чат.,2013,25,August,August,Sunday,weekend
877,2013-12-30 23:54:00,Девушка ищет девушку.0639908904,2013,30,December,December,Monday,weekday
878,2015-08-14 23:10:00,. Сделаю Девушке приятно от 30. Днепр.097 137 10 61,2015,14,August,August,Friday,weekday
879,2016-01-11 22:40:00,Красивый японка приготовит суши для красивый украинский мужчина. Жду тебя),2016,11,January,January,Monday,weekday
880,2013-04-23 00:56:00,всем привет  парни пишите  а то скучно!,2013,23,April,April,Tuesday,weekday
881,2013-11-30 01:30:00,симпатичный парень 23 ищет нескромную милашку 093 201 3324,2013,30,November,November,Saturday,weekend
882,2012-03-31 00:28:00,ПАРЕНЬ ПРИГЛАСИТ СЕЙЧАС В ГОСТИ Д/Ж 0951596297,2012,31,March,March,Saturday,weekend
883,2012-02-06 23:52:00,августа.ищу тебя.настоящего ж.48 полная.смс,2012,6,February,February,Monday,weekday
884,2013-04-24 01:43:00,П29 РАЗВЛЕКУСЬ С КЛАССНОЙ ДЕВУШКОЙ 0987836513,2013,24,April,April,Wednesday,weekday
885,2014-12-08 00:21:00,Мальчики  согрейте бусинку своим теплом! УМОЛЯЮ! Лерочка,2014,8,December,December,Monday,weekday
886,2013-12-05 00:38:00,Где адекватные парни? звоните Александра,2013,5,December,December,Thursday,weekday
887,2015-08-22 01:08:00,ищет м сначала смс 0984920165,2015,22,August,August,Saturday,weekend
888,2015-06-04 01:36:00,Приємна панянка запросить сьогодні на філіжанку кави і дещо більше...,2015,4,June,June,Thursday,weekday
889,2015-10-09 01:49:00,Я люблю верховую езду.Парни  кто может поспособствовать-пишите Алене,2015,9,October,October,Friday,weekday
890,2013-10-24 00:34:00,Ж 40 позн с М до 35 для ио !Вероника,2013,24,October,October,Thursday,weekday
891,2016-05-27 23:14:00,Парень позн с девушкой для обоюд встреч 06662784,2016,27,May,May,Friday,weekday
892,2017-01-17 01:40:00,П.35.174.70.20 ищет ДЕВУШКУ для встреч! 0677860034 придержи,2017,17,January,January,Tuesday,weekday
893,2013-06-30 01:50:00,парень один дома скучает девушки напишите мне 0974376930,2013,30,June,June,Sunday,weekend
894,2012-10-28 00:40:00,ПАРЕНЬ ИЩЕТ ПЛОТН. ПОЛН.ДРУГАОТ 38 ЛЕТ.СМС О СЕБЕ. 097 605 91 14,2012,28,October,October,Sunday,weekend
895,2013-09-03 00:51:00,Ищу девушку для ********** встречь,2013,3,September,September,Tuesday,weekday
896,2013-08-23 01:13:00,СимпП29обм.инт.фото ласки по тел.сД/Ж.ИлиВстречаВреале.0967005452,2013,23,August,August,Friday,weekday
897,2014-03-14 23:25:00,Прикольно ведёт:) А у меня делЫ норм:-D *vo*. Дай ещё вопрос,2014,14,March,March,Friday,weekday
898,2015-03-30 00:07:00,д34л. познаком с м. 30-40л  можно МЛС для с/о  с,2015,30,March,March,Monday,weekday
899,2013-01-14 01:38:00,симпатичный парень 23 ищет нескромну милашку,2013,14,January,January,Monday,weekday
900,2015-08-26 23:16:00,м+м смс 098 769 40 73,2015,26,August,August,Wednesday,weekday
901,2013-12-14 23:47:00,Прив Любимый!Если бы ты знал как я хочу тебя увидеть!Не волну если тебя увезут мы приeдим.Я очень скуч.Я тебя ЛЮБЛЮ!Тв lovе КОШЕЧКА!,2013,14,December,December,Saturday,weekend
902,2014-07-16 23:57:00,парень ищет девушку для всего.. 0662871030,2014,16,July,July,Wednesday,weekday
903,2012-07-08 02:06:00,Ева не пожалеешь 0504811555 смс ммс,2012,8,July,July,Sunday,weekend
904,2012-05-11 01:57:00,Андрей+Людмиоа,2012,11,May,May,Friday,weekday
905,2016-07-18 22:39:00,Девушка скучает. Звоните парни 25-35. 0930694121,2016,18,July,July,Monday,weekday
906,2013-02-05 01:37:00,М 44 ПОЗН.С ДЕВ.СЕР.ОТН. 067.16.34.576,2013,5,February,February,Tuesday,weekday
907,2013-11-08 00:53:00,накормлю борщем СЕЙЧАС   ЮЛИЯ,2013,8,November,November,Friday,weekday
908,2012-08-12 01:43:00,ЖЕНЩИНАМ ДНЕМ.  066 186 91 37. SМS.,2012,12,August,August,Sunday,weekend
909,2014-02-25 23:52:00,П25 ищу ДЕВУШКУ ПЫШНУЮ КОТОРАЯ ХОЧЕТ ЛАСКИ 0932381795 СМС,2014,25,February,February,Tuesday,weekday
910,2012-12-18 23:26:00,Тюльпанчик.Я ЗНАЮ ЧТО ТЫ СЕГОДНЯ БЫЛ В СУДЕ ХОТЕЛА ВАС С ЖЕКОЙ ПОКОРМИТЬ ПРИНОСИЛА ОЛИВЬЕ НИЧЕГО НЕ ВЗЯЛИ.ЦЕЛЫЙ ДЕНЬ ПРОЖДАЛА.ЗАДЕРЖИ.,2012,18,December,December,Tuesday,weekday
911,2014-08-20 01:01:00,две девушки пообщаются с парнями от 25 лет 0975708280,2014,20,August,August,Wednesday,weekday
912,2013-04-28 01:10:00,симпатичный парень ищет нескромну милашку 8093 2013 324,2013,28,April,April,Sunday,weekend
913,2013-09-14 00:37:00,Полная Д.26л. позн.с адекватным П.25-29л. только для с/о 0933582018,2013,14,September,September,Saturday,weekend
914,2013-04-26 00:11:00,дев. полная ищет парня для сер/отн 25-30л 063 357 63 47 прид. пож.,2013,26,April,April,Friday,weekday
915,2014-05-03 01:09:00,п22 приглашу девушку в гости 80934032046,2014,3,May,May,Saturday,weekend
916,2012-05-28 01:14:00,симпатичный парниша познакомится с д ж норм. для с.о. 0506898957,2012,28,May,May,Monday,weekday
917,2013-01-10 00:01:00,женатый а так одиноко п33ищет женщ для встреч 0673070498 Новомоск,2013,10,January,January,Thursday,weekday
918,2014-10-12 00:06:00,ПАРЕНЬ ИЩЕТ ДЕВУШКУ ДЛЯ ЛАСК 063 782 53 71,2014,12,October,October,Sunday,weekend
919,2013-01-07 00:06:00,Познакомлюсь с худ симпат Д для  отношений.мне 22 симпат. смс и ммс 093 358 95 61,2013,7,January,January,Monday,weekday
920,2014-05-31 00:05:00,д скучяет парни 25-30 звоните0638100702 адмим прид пост 092,2014,31,May,May,Saturday,weekend
921,2014-04-28 23:59:00,.м+м.новомосковск.34.170.17.0930593188,2014,28,April,April,Monday,weekday
922,2012-11-11 23:14:00,Муж.50л познок.с Жен. место есть.Не спонсор.0978532231,2012,11,November,November,Sunday,weekend
923,2014-10-10 01:41:00,кирова ОБЕСПЕЧ спор п27 пригл сейч жен СП МАТ ПОМ 0973907716,2014,10,October,October,Friday,weekday
924,2015-11-21 00:03:00,ПАРЕНЬ ОБМЕН ФОТО С ПАРНЕМ 0963531597ПЕРВЫЙ НЕШЛЮ,2015,21,November,November,Saturday,weekend
925,2014-09-16 01:04:00,.М43.БИ.ПОЗНАМСЯ.С.СТРОЙН.Д/Ж.БИ.СЕМ/ПАР.БИ.ОБЩ.ДРУЖБА.0638242538,2014,16,September,September,Tuesday,weekday
926,2012-04-27 23:54:00,НУЖНА ДЕВУШКА ДЛЯ ПРИЯТНОГО РАЗГОВОРА 97-962-41-42,2012,27,April,April,Friday,weekday
927,2014-05-13 00:26:00,передаю привет Костику от Катюни целую,2014,13,May,May,Tuesday,weekday
928,2013-07-08 23:25:00,п.20.пообщаюсь по смс с девушкой.0935194695,2013,8,July,July,Monday,weekday
929,2012-11-20 01:35:00,СИМП НЕЖНЫЙ ПАРЕНЬ ПРИГЛАСИТ ЖИТЬ МУЖЧИНУ,2012,20,November,November,Tuesday,weekday
930,2012-10-30 00:53:00,м стрелец  д лев,2012,30,October,October,Tuesday,weekday
931,2012-01-11 01:22:00,ЛЮБЛЮ ШМАТКОВУ ТАТЬЯНУ НАВСЕГДА!!!ВЕРНИСЬ КРОХА!!!  ПАША,2012,11,January,January,Wednesday,weekday
932,2013-03-16 01:14:00,иногда к человеку просто тянет. это не объяснить.,2013,16,March,March,Saturday,weekend
933,2014-06-02 00:36:00,Нужна ж 097-57-55-794,2014,2,June,June,Monday,weekday
934,2016-01-28 00:41:00,Валя хочет просто парня можно с деревни только не пьющего,2016,28,January,January,Thursday,weekday
935,2013-12-09 01:35:00,Дочь прокурора ищет мужа 27л.,2013,9,December,December,Monday,weekday
936,2013-09-24 01:23:00,я красивый п. 25 лет  Познакомлюсь только с красивой д. Для с/о,2013,24,September,September,Tuesday,weekday
937,2013-08-19 00:03:00,П 24 встречусь сейчас с девушкой и/о 0938002892 смс,2013,19,August,August,Monday,weekday
938,2013-11-28 01:47:00,Парень31г ищу девушку для и/о 0968908998,2013,28,November,November,Thursday,weekday
939,2014-11-10 01:46:00,позн с дев 23-26 лет для встр и с.о из зап роман 26 лет 0957456784,2014,10,November,November,Monday,weekday
940,2013-04-11 01:24:00,О.Д. я тебя очень люблю:*,2013,11,April,April,Thursday,weekday
941,2014-01-06 00:40:00,Брак Александр и Наталья,2014,6,January,January,Monday,weekday
942,2012-12-16 23:19:00,м 43. Разведен. 097 069 55 49. Админ  задержи  пож!,2012,16,December,December,Sunday,weekend
943,2015-05-21 01:42:00,П22.поз.с Д для создание семьи.0507,2015,21,May,May,Thursday,weekday
944,2015-05-21 23:11:00,П 27/184/90 ищу дев 18-30 лет для с/с совм проживания.смс.,2015,21,May,May,Thursday,weekday
945,2013-09-23 01:31:00,Катюша  люблю тебя безумно!,2013,23,September,September,Monday,weekday
946,2013-05-03 00:16:00,М45 ищет друга от42 смс. не звон.097 686 21 58,2013,3,May,May,Friday,weekday
947,2012-03-27 00:56:00,Да ну... 1000 нужно на 9 разделить... Это 111 и 1 в периоде,2012,27,March,March,Tuesday,weekday
948,2013-12-25 00:42:00,Фигурная и красивая Д23 Ищу любовника. Оставляем номер.,2013,25,December,December,Wednesday,weekday
949,2013-04-17 23:59:00,ищу дев для прият встречь 0632508994,2013,17,April,April,Wednesday,weekday
950,2013-01-01 00:44:00,ЖЕЛАЮ ТЕБЕ ЧТОБЫ В НОВОМ ГОДУ ВСЕ ТВОИ ЖЕЛАНИЯ СБЫЛИСЬ!!!)))),2013,1,January,January,Tuesday,weekday
951,2014-06-20 01:20:00,Девушки я парень 22 года звоните пообщаемся Днепропетровск 0930464204...,2014,20,June,June,Friday,weekday
952,2014-11-27 23:34:00,ИЩУ ДЕВУШКУ С ЯРКОЙ НЕОБЫЧНОЙ ФАНТАЗИЕЙ! 093 5 4444 87,2014,27,November,November,Thursday,weekday
953,2015-04-29 00:45:00,. М. Сделаю даме очень приятно. 0963242434. Мод задержи.,2015,29,April,April,Wednesday,weekday
954,2015-08-28 01:11:00,ИЩУ ДЕВУШКУ ДЛЯ ВСТРЕЧ ОТНОШЕНИЙ ВОЗМОЖНО С/С.,2015,28,August,August,Friday,weekday
955,2013-09-13 23:47:00,П 35 ПОЛАСКАЮ ....Д/Ж  ДО  40   ДНЕПР 0966897905   СМС. ПИШИТЕ!,2013,13,September,September,Friday,weekday
956,2013-06-04 00:20:00,Хочется пообщатся с интересной грамотной девушкой от 30 до 35лет мне 33 Юра,2013,4,June,June,Tuesday,weekday
957,2015-02-06 01:19:00,Парень пошалит с девушкой по тел 0637787314 есть киевстар,2015,6,February,February,Friday,weekday
958,2013-11-08 23:45:00,м 35  приедет в гости к д\\ж с нагорки есть мтс сейчас 0982585357 смс админ задержы,2013,8,November,November,Friday,weekday
959,2013-11-04 01:06:00,Абажаю Никиту,2013,4,November,November,Monday,weekday
960,2015-02-09 00:04:00,КРАСИВЫЙ П С АВТО ХОЧЕТ ИНТИМА ПО ТЕЛ С ДЕВУШКОЙ ЗВОНИТЕ 0675666696,2015,9,February,February,Monday,weekday
961,2013-07-07 00:26:00,ДЕВУШКА 24.175.60.ХОЧУ СЕР.ОТН.0668774464ЕСТЬ ЛАЙФ.ТАНЯ.,2013,7,July,July,Sunday,weekend
962,2013-10-08 01:28:00,СОСТОЯТЕЛЬНЫЙ МУЖЧИНА  ПОЗНАК. С ДЕВ 20-25лет 063 894 03 07 смс,2013,8,October,October,Tuesday,weekday
963,2015-12-06 22:37:00,и-о с д-ж 30-45л 0678743425,2015,6,December,December,Sunday,weekend
964,2015-01-28 23:33:00,ищу любовницу 097-57-55-794,2015,28,January,January,Wednesday,weekday
965,2012-11-26 01:27:00,НЕ БЕДНЫЙ  НО ВРЕДНЫЙ П29  ИЩЕТ МИЛУЮ ДЕВ. ДЛЯ ВСТРЕЧ,2012,26,November,November,Monday,weekday
966,2016-07-30 00:24:00,П-37 познакомиться с девушкой для с/о Днепр 0507774009 Админ задержи плис,2016,30,July,July,Saturday,weekend
967,2012-01-29 23:33:00,Позн-люсь с сим-чной Д/Ж мне 32 из Днепра 067 586 41 43,2012,29,January,January,Sunday,weekend
968,2013-05-28 01:55:00,Надюшка  люблю тя очень))),2013,28,May,May,Tuesday,weekday
969,2013-07-24 23:45:00,ПОЗНАК.С СИМП.СТРОЙН.ДЕВУШ 28-З5 ЛЕТ ДЛЯ СЕР.ОТН.ММС.0675605632,2013,24,July,July,Wednesday,weekday
970,2013-03-01 23:36:00,М. ПОЦЕЛУЮ НОЖКИ.... СТРОЙНОЙ СИМП. ДАМЕ  О/С. 093 81 81 287,2013,1,March,March,Friday,weekday
971,2014-05-16 00:09:00,М ПОЗ-ТСЯ С ХУДЕНЬКОЙ ДЕВУШКОЙ .068 098 5868,2014,16,May,May,Friday,weekday
972,2014-01-10 23:46:00,ПАРЕНЬ ПОЗНАК. С ДЕВУШКОЙ С ДНЕПРА ОТ-24 063 678 59 28 перезвоню,2014,10,January,January,Friday,weekday
973,2016-02-08 01:37:00,Пби.пригл.ДЖСПприятно провести время.люб.вашежел.и предлож0958898033,2016,8,February,February,Monday,weekday
974,2013-02-06 00:40:00,парень 25 познакомиться с девушкой с днепра смс ммс 0930113441,2013,6,February,February,Wednesday,weekday
975,2013-10-07 00:54:00,Отношения Кристина,2013,7,October,October,Monday,weekday
976,2013-09-16 23:33:00,пар пригласит или приедет к дев для любви сейчас 093 99 7 55 06,2013,16,September,September,Monday,weekday
977,2013-08-21 23:33:00,МУЖЧИНА 40 ПОЗНАКОМЛЮСЬ С СЕМЕЙНОЙ ПАРОЙ 0933924897,2013,21,August,August,Wednesday,weekday
978,2013-01-04 00:48:00,П22г ищу дев для серьёз/отн для котор захочетс ВСЁ 0634591670 Днепр,2013,4,January,January,Friday,weekday
979,2013-11-19 00:38:00,Д 21 Замужем ищу любовника для редких встреч Катя,2013,19,November,November,Tuesday,weekday
980,2013-03-16 00:42:00,Юрка не молчи!!!!!,2013,16,March,March,Saturday,weekend
981,2012-05-09 00:37:00,М.48.Симп.ПОЗНАК.С симп.ж. СМС.066 642 68 19. Жду.,2012,9,May,May,Wednesday,weekday
982,2013-09-25 00:54:00,Девушка сама дома пригласит парня в гости.есть шампанское,2013,25,September,September,Wednesday,weekday
983,2016-10-03 23:26:00,ПАР ПОЗНАКОМИТЬСЯ С ХОРОШЕЙ ДЕВОЧКОЙ С КОММУНАРА ЗАДЕРЖИ.0987272048,2016,3,October,October,Monday,weekday
984,2013-11-28 00:26:00,Анжела будет рада позн с М для со,2013,28,November,November,Thursday,weekday
985,2016-01-18 23:39:00,НЕ БЕДНЫЙ  НО ВРЕДНЫЙ П29  ИЩЕТ МИЛУЮ ДЕВ. ДЛЯ ВСТРЕЧ 066 534 68 .а,2016,18,January,January,Monday,weekday
986,2013-06-02 00:18:00,ласковая кошечка ищет своего ночного котика КИСА,2013,2,June,June,Sunday,weekend
987,2012-12-18 23:41:00,д.19 хочу сейчас мужика только звонки 0972938568 новик,2012,18,December,December,Tuesday,weekday
988,2013-08-22 23:10:00,ЛЕВА ПРИВ ДОМ ВСЕ ХОРОШ ЗАВТР БУД ПЕРЕД ОТ ВЛАД И БУД В СУДЕ,2013,22,August,August,Thursday,weekday
989,2016-11-25 00:15:00,Парень 30лет познакомится с девушкой из Запорожья 0687977783.,2016,25,November,November,Friday,weekday
990,2014-12-16 00:15:00,СРОЧНО! Ищу ЖЕНЩИНУ-ДЕВУШКУ для души и тела. Я М.30 т. 097-758-42-90,2014,16,December,December,Tuesday,weekday
991,2016-08-30 01:20:00,познакрмлюсь с уравновешенным м.до 42л.для с/с. 0933974958,2016,30,August,August,Tuesday,weekday
992,2014-08-06 01:17:00,.. м55 ж22 познакомятся ...до 25  т. 095 671 24 43,2014,6,August,August,Wednesday,weekday
993,2015-07-23 23:02:00,Кривой Рог Парень27лет ищу стройную девушку для С/О 097 613 91 98,2015,23,July,July,Thursday,weekday
994,2014-01-06 00:01:00,. ПАРЕНЬ ИШЕТ Д/Ж ДЛЯ ПОСТОЯНОГО.063.393.47.27.ОСТАНОВИ,2014,6,January,January,Monday,weekday
995,2012-03-16 00:50:00,ПАРЕНЬ СДЕЛАЕТ  МАССАЖ ЖЕНЩИНАМ -066-877-32-44,2012,16,March,March,Friday,weekday
996,2014-01-23 23:14:00,сельский п 23 ищу девушку для отношений,2014,23,January,January,Thursday,weekday
997,2012-10-15 23:37:00,Д+Д ДЛЯ серьезных отношений. Мой номер 093-156-68-98 Ася. Задержи,2012,15,October,October,Monday,weekday
998,2012-06-21 23:34:00,7 ДНЕПР М.34 ПОЗ.С Д/Ж ДЛЯ ВСТРЕЧ.Т.098 809 15 14,2012,21,June,June,Thursday,weekday
999,2014-06-19 23:25:00,Парень поласкает девушке...  т.0662035584,2014,19,June,June,Thursday,weekday
